"Priority","Organization","Project","Type","Subsidy","Matching","Total","Start_date","End_date","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords","LAU1_CODE","LAU1_NAME"
"P3","Pembrokeshire College","Energy Sector Skills","ESF",1361004,0,2135874,"04/2010","06/2014","Wales","Wales","First","Pembrokeshire","Haverfordwest","SA61 1SZ","51.7923012","-4.9813541","UKL1408","Pembrokeshire"
"P5","Pembrokeshire County Council","Haven Towns Regeneration Phase 2 - Pembroke and Pembroke Dock","ERDF",2352905,0,3255905,"12/2010","06/2015","Wales","Wales","First","Pembrokeshire","Haverfordwest","SA61","51.8016186","-4.9657936","UKL1408","Pembrokeshire"
"P3","Pembrokeshire County Council","Bulford Road Link Road","ERDF",3931000,0,7194000,"07/2011","07/2015","Wales","Wales","First","Pembrokeshire","Haverfordwest","SA61","51.8016186","-4.9657936","UKL1408","Pembrokeshire"
"P6","Pembrokeshire County Council","South West Wales Specialist European Team ERDF","ERDF",718532,0,1251509,"04/2010","09/2015","Wales","Wales","First","Pembrokeshire","Haverfordwest","SA61","51.8016186","-4.9657936","UKL1408","Pembrokeshire"
"P5","Pembrokeshire County Council","South West Wales Specialist European Team ESF","ESF",479021,0,834340,"04/2010","09/2015","Wales","Wales","First","Pembrokeshire","Haverfordwest","SA61","51.8016186","-4.9657936","UKL1408","Pembrokeshire"
"P4","National Trust","Stackpole Rediscovered","ERDF",1829402,0,3592983,"03/2010","02/2014","Wales","Wales","First","Powys","Brecon","LD3 8NF","51.9006369","-3.4798529","UKL2400","Powys"
"P2","Jobcentre Plus","Want2Work Connect","ESF",14456223,0,27111362,"07/2008","06/2015","Wales","Wales","First","Powys","Welshpool","SY21","52.660348","-3.146407","UKL2400","Powys"
"P1","Jobcentre Plus","Want2Work ESF Competitiveness","ESF",3792031,0,10008480,"07/2008","06/2015","Wales","Wales","First","Powys","Welshpool","SY21","52.660348","-3.146407","UKL2400","Powys"
"P2","Remploy Limited","Wellbeing Through Work","ESF",4122750,0,5575656,"01/2009","06/2015","Wales","Wales","First","Rhondda Cynon Taff","Aberdare","CF44 0PN","51.7070535","-3.421429","UKL1503","Rhondda Cynon Taf"
"P1","Cynon Valley Crime Prevention","Pupils Understanding Problems in their Locality","ESF",3917483,0,5171936,"04/2009","12/2014","Wales","Wales","First","Rhondda Cynon Taff","Aberdare","CF44 8LN","51.7229653","-3.4592574","UKL1503","Rhondda Cynon Taf"
"P3","Coleg Morgannwg","Nantgarw 3","ERDF",6751241,0,38833831,"06/2009","12/2014","Wales","Wales","First","Rhondda Cynon Taff","Cardiff","CF15 7QX","51.5656118","-3.2745326","UKL1503","Rhondda Cynon Taf"
"P3","University of Glamorgan","Work Based Learning Strategies","ESF",13508651,0,25437536,"04/2009","08/2015","Wales","Wales","First","Rhondda Cynon Taff","Pontypridd","N/A","51.5883938","-3.3252531","UKL1503","Rhondda Cynon Taf"
"P3","University of Glamorgan","Foundation Degrees","ESF",5414177,0,9952359,"04/2009","08/2015","Wales","Wales","First","Rhondda Cynon Taff","Pontypridd","N/A","51.5883938","-3.3252531","UKL1503","Rhondda Cynon Taf"
"P4","University of Glamorgan","Centre Of Excellence For Anaerobic Digestion","ERDF",848700,0,2085134,"07/2009","03/2015","Wales","Wales","First","Rhondda Cynon Taff","Pontypridd","N/A","51.5883938","-3.3252531","UKL1503","Rhondda Cynon Taf"
"P5","Coalfields Regeneration Trust","CRT Social Enterprise Grant Scheme","ERDF",987488,0,1886055,"10/2009","11/2012","Wales","Wales","First","Rhondda Cynon Taff","Pontypridd","CF37","51.5990766","-3.347749","UKL1503","Rhondda Cynon Taf"
"P1","University of Glamorgan","Centre of Excellence in Mobile Applications and Services","ERDF",2995996,0,6433675,"09/2010","06/2015","Wales","Wales","First","Rhondda Cynon Taff","Pontypridd","N/A","51.5883938","-3.3252531","UKL1503","Rhondda Cynon Taf"
"P3","University of Glamorgan","Women Adding Value to the Economy. WAVE","ESF",3255354,0,4947349,"04/2012","06/2015","Wales","Wales","First","Rhondda Cynon Taff","Pontypridd","N/A","51.5883938","-3.3252531","UKL1503","Rhondda Cynon Taf"
"P2","Rhondda Cynon Taf County Borough Council","SE Wales Local Investment Fund","ERDF",10627914,0,24863494,"11/2008","06/2015","Wales","Wales","First","Rhondda Cynon Taff","Tonypandy","CF40 2XX","51.6233234","-3.4704498","UKL1503","Rhondda Cynon Taf"
"P1","Rhondda Cynon Taf County Borough Council","Building The Future Together","ESF",8656342,0,15304176,"01/2009","09/2013","Wales","Wales","First","Rhondda Cynon Taff","Tonypandy","CF40 2XX","51.6233234","-3.4704498","UKL1503","Rhondda Cynon Taf"
"P5","Rhondda Cynon Taf County Borough Council","Pontypridd Town Centre Regeneration","ERDF",3688000,0,11706510,"04/2008","06/2015","Wales","Wales","First","Rhondda Cynon Taff","Tonypandy","CF40 2XX","51.6233234","-3.4704498","UKL1503","Rhondda Cynon Taf"
"P5","Rhondda Cynon Taf County Borough Council","Physical Regeneration of Aberdare","ERDF",1113789,0,7571097,"02/2010","06/2015","Wales","Wales","First","Rhondda Cynon Taff","Tonypandy","CF40 2XX","51.6233234","-3.4704498","UKL1503","Rhondda Cynon Taf"
"P5","Rhondda Cynon Taf County Borough Council","Physical Regeneration Of Ferndale","ERDF",1510992,0,2274251,"09/2009","03/2014","Wales","Wales","First","Rhondda Cynon Taff","Tonypandy","CF40 2XX","51.6233234","-3.4704498","UKL1503","Rhondda Cynon Taf"
"P4","Rhondda Cynon Taf County Borough Council","Regeneration of Pontypridd Lido","ERDF",3000000,0,5713900,"03/2013","09/2015","Wales","Wales","First","Rhondda Cynon Taff","Tonypandy","CF40 2XX","51.6233234","-3.4704498","UKL1503","Rhondda Cynon Taf"
"P4","Environment Agengy Wales","Metal Mines Remediation Scheme","ERDF",690000,0,1150000,"04/2011","06/2015","Wales","Wales","First","Shropshire","Shrewsbury","SY3 8BB","52.715843","-2.7944467","UKG2200","Shropshire"
"P3","Higher Education Funding Council for Wales","GO Wales Graduate Skills for the Knowledge Economy","ESF",15731545,0,26889860,"01/2009","03/2015","Wales","Wales","Fourth","Cardiff","Cardiff","CF14","51.52727","-3.1899887","UKL2207","Cardiff"
"P4","Skills for Justice","LIFT","ESF",1319119,0,1758825,"02/2011","10/2013","Wales","Wales","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"P4","Skills for Justice","All Wales Academy for Local Government","ESF",448992,0,632089,"09/2014","08/2015","Wales","Wales","None","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"P3","City and County of Swansea","Quadrant Transport Interchange","ERDF",5809000,0,10686000,"04/2007","03/2014","Wales","Wales","First","Swansea","Swansea","N/A","51.62144","-3.943646","UKL1800","Swansea"
"P3","Swansea University","LEAD","ESF",5836350,0,9006604,"07/2009","06/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P2","City and County of Swansea","COASTAL","ESF",22753837,0,41370613,"01/2009","12/2014","Wales","Wales","First","Swansea","Swansea","N/A","51.62144","-3.943646","UKL1800","Swansea"
"P1","Swansea University","Institute For Life Sciences 2","ERDF",12853850,0,28838365,"07/2008","09/2014","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P1","Swansea University","Technocamps","ESF",3913599,0,5981352,"10/2010","09/2014","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P1","Swansea University","Centre For Nanohealth","ERDF",10012793,0,21302956,"01/2009","06/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P3","City and County of Swansea","Regional Essential Skills ESF P3T1","ESF",3845228,0,5843812,"01/2011","08/2014","Wales","Wales","First","Swansea","Swansea","N/A","51.62144","-3.943646","UKL1800","Swansea"
"P3","Swansea University","Software Alliance","ESF",8026631,0,13464094,"01/2009","06/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P3","Swansea University","Access to Masters","ESF",11176697,0,18026935,"06/2009","09/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P3","Swansea University","Steel Training Research and Innovation Partnership (STRIP)","ESF",4634890,0,7748375,"10/2009","09/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P1","Swansea University","Advanced Sustainable Manufacturing Technologies","ERDF",13843086,0,25541484,"05/2010","06/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P5","City and County of Swansea","The Waterfront City","ERDF",20163969,0,34465713,"04/2008","06/2015","Wales","Wales","First","Swansea","Swansea","N/A","51.62144","-3.943646","UKL1800","Swansea"
"P2","Cyrenians Cymru","Cyrenians Supported Employment and Training Project","ESF",6024966,0,11408071,"01/2009","12/2014","Wales","Wales","First","Swansea","Swansea","SA1 3SQ","51.6156014","-3.9476242","UKL1800","Swansea"
"P3","City and County of Swansea","Felindre Strategic Business Park","ERDF",7731000,0,11701000,"09/2009","07/2015","Wales","Wales","First","Swansea","Swansea","N/A","51.62144","-3.943646","UKL1800","Swansea"
"P1","Swansea Metropolitan University","Institute for Sustainable Design","ERDF",2683791,0,4710076,"10/2011","06/2015","Wales","Wales","First","Swansea","Swansea","SA1","51.6233806","-3.9480182","UKL1800","Swansea"
"P3","Gower College Swansea","Skills for Industry","ESF",4332725,0,7115247,"07/2011","10/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6217228","-3.9873125","UKL1800","Swansea"
"P1","Swansea University","Nano and Micro Technologies for Healthcare","ERDF",1743873,0,4217141,"04/2012","06/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P1","Swansea University","Swansea Bay Innovation Hub","ERDF",24437676,0,30535915,"09/2012","11/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P1","YMCA Swansea","Raising Skills and Aspirations of Young BME People II","ESF",1178153,0,1352734,"09/2011","01/2014","Wales","Wales","First","Swansea","Swansea","SA1 5JQ","51.6195411","-3.9508121","UKL1800","Swansea"
"P3","YMCA Swansea","Minorities Are Wales Resources 2","ESF",1678490,0,1893701,"09/2011","04/2015","Wales","Wales","First","Swansea","Swansea","SA1 5JQ","51.6195411","-3.9508121","UKL1800","Swansea"
"P1","Swansea University","Engineering Manufacturing Centre","ERDF",25000000,0,32678138,"03/2013","11/2015","Wales","Wales","First","Swansea","Swansea","SA2","51.6128215","-3.9815784","UKL1800","Swansea"
"P2","Torfaen County Borough Council","Bridges into Work A Communities Based Approach","ESF",15256400,0,27036700,"01/2009","03/2015","Wales","Wales","First","Torfaen","Pontypool","NP4 6YB","51.7011435","-3.0401372","UKL1606","Torfaen"
"P3","Torfaen County Borough Council","Working Skills For Adults","ESF",5562970,0,10087057,"01/2009","04/2015","Wales","Wales","First","Torfaen","Pontypool","NP4 6YB","51.7011435","-3.0401372","UKL1606","Torfaen"
"P5","Torfaen County Borough Council","Pontypool Settlement Area","ERDF",3801662,0,13568261,"03/2007","12/2015","Wales","Wales","First","Torfaen","Pontypool","NP4 6YB","51.7011435","-3.0401372","UKL1606","Torfaen"
"P6","Torfaen County Borough Council","South East Wales Specialist European Team Convergence ERDF","ERDF",943818,0,1713953,"09/2010","09/2015","Wales","Wales","First","Torfaen","Pontypool","NP4 6YB","51.7011435","-3.0401372","UKL1606","Torfaen"
"P5","Torfaen County Borough Council","South East Wales Specialist European Team Convergence ESF","ESF",629211,0,1142635,"09/2010","09/2015","Wales","Wales","First","Torfaen","Pontypool","NP4 6YB","51.7011435","-3.0401372","UKL1606","Torfaen"
"P5","Torfaen County Borough Council","South East Wales Specialist European Team Competitiveness ERDF","ERDF",9219,0,14076,"10/2010","11/2011","Wales","Wales","First","Torfaen","Pontypool","NP4 6YB","51.7011435","-3.0401372","UKL1606","Torfaen"
"P3","Torfaen County Borough Council","South East Wales Specialist European Team Competitiveness ESF","ESF",5748,0,9363,"10/2010","11/2011","Wales","Wales","First","Torfaen","Pontypool","NP4 6YB","51.7011435","-3.0401372","UKL1606","Torfaen"
"P2","Wrexham County Council","North East Wales Strategic Business Parks","ERDF",418434,0,1009347,"06/2009","03/2015","Wales","Wales","First","Wrexham","Wrexham","LL11 1AY","53.0474797","-2.9938464","UKL2305","Wrexham"
